uid,split,root,env,section,platform,scene_id,scene_name,camera,relative_scene,files_complete_at_sampling
train|Home/MasterBedroom/floor_01/1185|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,1185,1185,side_view_camera,Home/MasterBedroom/floor_01/1185,True
train|Home/MasterBedroom/bed_01/3377|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,bed_01,3377,3377,top_view_camera,Home/MasterBedroom/bed_01/3377,True
train|Home/MasterBedroom/bed_01/4362|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,bed_01,4362,4362,side_view_camera,Home/MasterBedroom/bed_01/4362,True
train|Logistic_site/General_LogisticSite/conveyor_track_01/3287|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_01,3287,3287,side_view_camera,Logistic_site/General_LogisticSite/conveyor_track_01/3287,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2242|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2242,2242,side_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2242,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0589|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,589,0589,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0589,True
train|Home/MasterBedroom/beside_table_01/1724|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,1724,1724,top_view_camera,Home/MasterBedroom/beside_table_01/1724,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1823|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,1823,1823,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1823,True
train|Home/MasterBedroom/beside_table_01/3152|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,3152,3152,top_view_camera,Home/MasterBedroom/beside_table_01/3152,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/2460|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,2460,2460,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/2460,True
train|Home/MasterBedroom/vanity_01/4501|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4501,4501,side_view_camera,Home/MasterBedroom/vanity_01/4501,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2964|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,2964,2964,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2964,True
train|Home/MasterBedroom/vanity_01/4517|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4517,4517,top_view_camera,Home/MasterBedroom/vanity_01/4517,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0689|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,689,0689,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0689,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1525|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1525,1525,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1525,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1474|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1474,1474,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1474,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3077|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,3077,3077,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/3077,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1823|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1823,1823,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1823,True
train|Home/MasterBedroom/vanity_01/4448|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4448,4448,side_view_camera,Home/MasterBedroom/vanity_01/4448,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1444|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1444,1444,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1444,True
train|Home/MasterBedroom/beside_table_01/4110|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,4110,4110,top_view_camera,Home/MasterBedroom/beside_table_01/4110,True
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0217|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_02,217,0217,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_02/0217,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2053|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2053,2053,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2053,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1930|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1930,1930,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1930,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0007|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,7,0007,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/0007,True
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/1005|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,1005,1005,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/1005,True
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0575|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A7_01,575,0575,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A7_01/0575,True
train|Home/MasterBedroom/beside_table_01/0286|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,286,0286,side_view_camera,Home/MasterBedroom/beside_table_01/0286,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2366|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,2366,2366,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2366,True
train|Home/MasterBedroom/floor_01/0377|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,377,0377,side_view_camera,Home/MasterBedroom/floor_01/0377,True
train|Home/MasterBedroom/beside_table_01/1622|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,1622,1622,top_view_camera,Home/MasterBedroom/beside_table_01/1622,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0952|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,952,0952,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0952,True
train|Home/MasterBedroom/floor_01/1598|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,1598,1598,side_view_camera,Home/MasterBedroom/floor_01/1598,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2747|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,2747,2747,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2747,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3653|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,3653,3653,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3653,True
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1246|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_long_A1_01,1246,1246,side_view_camera,Logistic_site/General_LogisticSite/rack_long_A1_01/1246,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2053|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2053,2053,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2053,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2950|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2950,2950,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2950,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1438|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,1438,1438,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1438,True
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0942|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,942,0942,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0942,True
train|Home/MasterBedroom/vanity_01/4444|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4444,4444,top_view_camera,Home/MasterBedroom/vanity_01/4444,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0378|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,378,0378,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0378,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1139|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1139,1139,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1139,True
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1148|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_long_A1_01,1148,1148,side_view_camera,Logistic_site/General_LogisticSite/rack_long_A1_01/1148,True
train|Home/MasterBedroom/sideboard_01/3504|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,3504,3504,top_view_camera,Home/MasterBedroom/sideboard_01/3504,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1986|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,1986,1986,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1986,True
train|Home/MasterBedroom/beside_table_01/4641|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,4641,4641,top_view_camera,Home/MasterBedroom/beside_table_01/4641,True
train|Home/MasterBedroom/desk_and_chair_01/0847|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,desk_and_chair_01,847,0847,top_view_camera,Home/MasterBedroom/desk_and_chair_01/0847,True
train|Home/MasterBedroom/bed_01/3283|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,bed_01,3283,3283,side_view_camera,Home/MasterBedroom/bed_01/3283,True
train|Logistic_site/General_LogisticSite/conveyor_track_02/0293|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_02,293,0293,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_02/0293,True
train|Logistic_site/General_LogisticSite/conveyor_track_01/1838|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_01,1838,1838,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_01/1838,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0524|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,524,0524,side_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0524,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0266|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,266,0266,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0266,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0757|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,757,0757,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0757,True
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2394|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_02,2394,2394,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_02/2394,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1288|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1288,1288,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1288,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2269|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2269,2269,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2269,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2633|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,2633,2633,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2633,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1372|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,1372,1372,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1372,True
train|Home/MasterBedroom/floor_01/4400|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,4400,4400,side_view_camera,Home/MasterBedroom/floor_01/4400,True
train|Home/MasterBedroom/vanity_01/4604|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,vanity_01,4604,4604,top_view_camera,Home/MasterBedroom/vanity_01/4604,True
train|Logistic_site/General_LogisticSite/conveyor_track_02/1749|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_02,1749,1749,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_02/1749,True
train|Home/MasterBedroom/beside_table_01/1059|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,beside_table_01,1059,1059,side_view_camera,Home/MasterBedroom/beside_table_01/1059,True
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1132|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_long_A1_01,1132,1132,side_view_camera,Logistic_site/General_LogisticSite/rack_long_A1_01/1132,True
train|Logistic_site/General_LogisticSite/conveyor_track_02/3638|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_02,3638,3638,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_02/3638,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0992|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,992,0992,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/0992,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0809|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,809,0809,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0809,True
train|Logistic_site/General_LogisticSite/conveyor_track_02/1945|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_02,1945,1945,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_02/1945,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0543|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,543,0543,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0543,True
train|Home/MasterBedroom/sideboard_01/2046|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,2046,2046,top_view_camera,Home/MasterBedroom/sideboard_01/2046,True
train|Home/MasterBedroom/desk_and_chair_01/1491|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,desk_and_chair_01,1491,1491,top_view_camera,Home/MasterBedroom/desk_and_chair_01/1491,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/2855|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,2855,2855,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/2855,True
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0892|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_02,892,0892,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_02/0892,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1857|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1857,1857,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1857,True
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1643|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_long_A1_01,1643,1643,top_view_camera,Logistic_site/General_LogisticSite/rack_long_A1_01/1643,True
train|Home/MasterBedroom/sideboard_01/4709|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,4709,4709,top_view_camera,Home/MasterBedroom/sideboard_01/4709,True
train|Home/MasterBedroom/sideboard_01/3240|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,3240,3240,top_view_camera,Home/MasterBedroom/sideboard_01/3240,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0453|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,453,0453,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/0453,True
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0578|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A7_01,578,0578,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A7_01/0578,True
train|Home/MasterBedroom/sideboard_01/1246|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,1246,1246,side_view_camera,Home/MasterBedroom/sideboard_01/1246,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3233|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,3233,3233,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3233,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/3127|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,3127,3127,top_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/3127,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3359|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,3359,3359,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/3359,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2533|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2533,2533,top_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2533,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/3685|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,3685,3685,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/3685,True
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1646|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1646,1646,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1646,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0659|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,659,0659,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0659,True
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0154|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,154,0154,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0154,True
train|Logistic_site/General_LogisticSite/conveyor_track_01/1776|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_01,1776,1776,top_view_camera,Logistic_site/General_LogisticSite/conveyor_track_01/1776,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0797|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,797,0797,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0797,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3205|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,3205,3205,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3205,True
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2375|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2375,2375,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2375,True
train|Home/MasterBedroom/floor_01/3302|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,floor_01,3302,3302,top_view_camera,Home/MasterBedroom/floor_01/3302,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0269|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,269,0269,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0269,True
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1371|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,1371,1371,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/1371,True
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2586|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2586,2586,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2586,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/2810|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,2810,2810,side_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/2810,True
train|Logistic_site/General_LogisticSite/conveyor_track_01/1888|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,conveyor_track_01,1888,1888,side_view_camera,Logistic_site/General_LogisticSite/conveyor_track_01/1888,True
train|Home/MasterBedroom/sideboard_01/1853|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Home,MasterBedroom,sideboard_01,1853,1853,top_view_camera,Home/MasterBedroom/sideboard_01/1853,True
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/1414|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,1414,1414,side_view_camera,Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/1414,True
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3680|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,3680,3680,top_view_camera,Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3680,True
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1702|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A7_01,1702,1702,side_view_camera,Logistic_site/General_LogisticSite/rack_small_A7_01/1702,True
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/3101|side_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,3101,3101,side_view_camera,Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/3101,True
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3181|top_view_camera,train,/nas/Dataset/Dataset_2026/dataset_v2,Logistic_site,General_LogisticSite,rack_small_A5_01,3181,3181,top_view_camera,Logistic_site/General_LogisticSite/rack_small_A5_01/3181,True
