uid,split,env,section,platform,scene_name,camera,decision,issue_type,note,reviewer,updated_at_utc
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1989|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1989,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1939|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,1939,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0161|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0161,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/3044|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,3044,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/2335|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,2335,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2477|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,2477,side_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/1666|top_view_camera,train,Home,MasterBedroom,bed_01,1666,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0332|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0332,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/1520|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,1520,side_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/2547|side_view_camera,train,Home,MasterBedroom,beside_table_01,2547,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/0678|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,0678,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/2529|top_view_camera,train,Home,MasterBedroom,beside_table_01,2529,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3290|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,3290,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0089|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0089,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/1575|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,1575,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2416|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2416,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1340|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,1340,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2419|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2419,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0333|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0333,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1943|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1943,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1857|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1857,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/0331|side_view_camera,train,Home,MasterBedroom,floor_01,0331,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/0638|top_view_camera,train,Home,MasterBedroom,floor_01,0638,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/4131|side_view_camera,train,Home,MasterBedroom,beside_table_01,4131,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/1310|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,1310,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2952|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,2952,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/2053|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,2053,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0209|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0209,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/2565|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,2565,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2455|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2455,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2995|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2995,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1135|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1135,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/1951|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,1951,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2897|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,2897,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/2101|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,2101,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/3558|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,3558,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1615|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1615,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3283|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,3283,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2844|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2844,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2137|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2137,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0421|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0421,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/2490|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,2490,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/1557|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,1557,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2404|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,2404,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/2413|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,2413,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2617|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2617,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/0703|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,0703,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/2764|side_view_camera,train,Home,MasterBedroom,floor_01,2764,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1078|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1078,side_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/3868|side_view_camera,train,Home,MasterBedroom,beside_table_01,3868,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0594|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,0594,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0576|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0576,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2103|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2103,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2430|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2430,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/1790|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,1790,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/3522|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,3522,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0370|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0370,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/1991|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,1991,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0673|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0673,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0371|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,0371,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/1939|side_view_camera,train,Home,MasterBedroom,bed_01,1939,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/3783|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,3783,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2402|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2402,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1550|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,1550,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/3297|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,3297,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/2341|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,2341,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0366|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0366,side_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/3892|side_view_camera,train,Home,MasterBedroom,vanity_01,3892,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/2008|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,2008,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/1345|side_view_camera,train,Home,MasterBedroom,beside_table_01,1345,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0500|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,0500,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/4354|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,4354,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/2443|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,2443,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/1314|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,1314,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/3245|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,3245,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/2044|side_view_camera,train,Home,MasterBedroom,bed_01,2044,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/2299|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,2299,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/3643|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,3643,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/2612|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,2612,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1829|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1829,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/4330|side_view_camera,train,Home,MasterBedroom,sideboard_01,4330,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3136|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,3136,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/0522|top_view_camera,train,Home,MasterBedroom,sideboard_01,0522,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/3067|top_view_camera,train,Home,MasterBedroom,vanity_01,3067,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/3493|side_view_camera,train,Home,MasterBedroom,floor_01,3493,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/3393|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,3393,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/3743|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,3743,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/3738|top_view_camera,train,Home,MasterBedroom,bed_01,3738,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/3624|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,3624,top_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/2351|side_view_camera,train,Home,MasterBedroom,floor_01,2351,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0325|side_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0325,side_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/0770|side_view_camera,train,Home,MasterBedroom,bed_01,0770,side_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/3899|side_view_camera,train,Home,MasterBedroom,bed_01,3899,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/2013|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,2013,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/1285|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,1285,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0389|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,0389,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1234|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,1234,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0703|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,0703,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/2969|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,2969,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/1286|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,1286,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0689|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0689,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/3388|side_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,3388,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0724|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0724,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/1311|top_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,1311,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2488|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2488,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3207|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,3207,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/3096|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,3096,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2487|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2487,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/3930|top_view_camera,train,Home,MasterBedroom,sideboard_01,3930,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/2233|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,2233,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/2085|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,2085,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/2169|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,2169,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/3167|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,3167,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/3640|side_view_camera,train,Home,MasterBedroom,vanity_01,3640,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_01/3284|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_01,3284,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/1226|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,1226,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/3363|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,3363,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/1205|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,1205,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/3420|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,3420,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/1510|top_view_camera,train,Home,MasterBedroom,vanity_01,1510,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/2163|top_view_camera,train,Home,MasterBedroom,sideboard_01,2163,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/2094|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,2094,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2738|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2738,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/3050|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,3050,side_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/4666|side_view_camera,train,Home,MasterBedroom,sideboard_01,4666,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3030|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,3030,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/2026|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,2026,top_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/3748|top_view_camera,train,Home,MasterBedroom,beside_table_01,3748,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/3082|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,3082,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1871|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1871,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0145|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0145,side_view_camera,pending,,,,
train|Home/MasterBedroom/beside_table_01/1215|side_view_camera,train,Home,MasterBedroom,beside_table_01,1215,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A7_01/0192|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A7_01,0192,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/1829|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,1829,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/1084|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,1084,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/0579|side_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,0579,side_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0673|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0673,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/1915|side_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,1915,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/conveyor_track_02/0457|top_view_camera,train,Logistic_site,General_LogisticSite,conveyor_track_02,0457,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/2155|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,2155,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/1355|top_view_camera,train,Home,MasterBedroom,floor_01,1355,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/1965|top_view_camera,train,Home,MasterBedroom,vanity_01,1965,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/1410|top_view_camera,train,Home,MasterBedroom,vanity_01,1410,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/3815|side_view_camera,train,Home,MasterBedroom,sideboard_01,3815,side_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/0805|side_view_camera,train,Home,MasterBedroom,vanity_01,0805,side_view_camera,pending,,,,
train|Home/MasterBedroom/floor_01/3706|top_view_camera,train,Home,MasterBedroom,floor_01,3706,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/3128|top_view_camera,train,Home,MasterBedroom,sideboard_01,3128,top_view_camera,pending,,,,
train|Home/MasterBedroom/sideboard_01/2950|side_view_camera,train,Home,MasterBedroom,sideboard_01,2950,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/0060|side_view_camera,train,Home,MasterBedroom,desk_and_chair_01,0060,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/2922|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,2922,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1769|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1769,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/2944|side_view_camera,train,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,2944,side_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/1278|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,1278,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/3520|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,3520,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/1387|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,1387,top_view_camera,pending,,,,
train|Home/MasterBedroom/vanity_01/1244|top_view_camera,train,Home,MasterBedroom,vanity_01,1244,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/1638|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,1638,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2287|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2287,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_01/0237|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_01,0237,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/1753|side_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,1753,side_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0042|top_view_camera,train,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0042,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_small_A5_02/0755|top_view_camera,train,Logistic_site,General_LogisticSite,rack_small_A5_02,0755,top_view_camera,pending,,,,
train|Home/MasterBedroom/desk_and_chair_01/0785|top_view_camera,train,Home,MasterBedroom,desk_and_chair_01,0785,top_view_camera,pending,,,,
train|Logistic_site/General_LogisticSite/rack_long_A1_01/2349|top_view_camera,train,Logistic_site,General_LogisticSite,rack_long_A1_01,2349,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/1946|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,1946,top_view_camera,pending,,,,
train|Home/MasterBedroom/bed_01/2739|top_view_camera,train,Home,MasterBedroom,bed_01,2739,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/3001|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,3001,top_view_camera,pending,,,,
train|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/2394|top_view_camera,train,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,2394,top_view_camera,pending,,,,
